,Tweet ID,Content,Named Candidate/Partylist
381,tweet_id:1904805523297624158,WATCH: PNP spokesperson Jean Fajardo clarifies that the removal of two police officers assigned to Senator Ronald dela Rosa was in accordance with a resolution from the Comelec. #Halalan2025 | via ,Ronald dela Rosa
382,tweet_id:1904800279100612694,#Halalan2025   #Eleksyon2025  #ICC  #BringHimHome  #BringPRRDhome,
383,tweet_id:1904739592773001395,"Dumulog na sa Comelec ang Gabriela Party-list para ireklamo ang anila'y red-tagging sa kanilang grupo ng NTF-ELCAC at ng umano'y mga ""paid trolls"" para atakihin sila at ang mga kababaihan. | via   #Halalan2025",
384,tweet_id:1904442838454272476,Muling dumulog sa Comelec ang mga petitioner na si Ross Angcos at ang Kabataan Tayo ang Pagasa para hilingin na desisyunan na ang higit 5 taon nilang disqualification petition laban sa Duterte Youth Party-list. #Halalan2025 | via ,
385,tweet_id:1904425778332520471,"#Halalan2025: Senatorial candidate Francis “Kiko” Pangilinan on Monday said the international success of SB19 signals the emergence of a “Philippine Wave” in global pop culture, similar to South Korea’s Hallyu phenomenon.

Read more at: tribune.net.ph/2025/03/25/pan
…#DailyTribune",
386,tweet_id:1904385798092562646,Nagtungo sa Comelec ang poll watchdog na Kabataan Tayo ang Pagasa para ihirit sa ahensiya na desisyunan ang una nilang petisyon halos 6 na taon na i-disqualify ang Duterte Youth Party-list. | via   #Halalan2025,
387,tweet_id:1903963238607593666,"Kahit hindi inindorse si Senator Imee ni , revenge can be an option.  #SayNOtoPROCHINA this coming #Halalan2025",
388,tweet_id:1903944857334206534,"Kilala si dating senador Geronima T. Pecson bilang ""silent-achiever"" at ""super-social worker,"" ayon sa Senado.

Ilan sa naipasa niyang batas ay may kinalaman sa edukasyon at social welfare. #Halalan2025",
389,tweet_id:1903752166889627832,"“Imee Marcos at Camille Villar, tatanggalin sa Alyansa slate?”#Halalan2025",Imee Marcos
390,tweet_id:1903724436395856016,"Eyes on the ball, mga kasama at kaibigan. Unnecessary hostilities will allow Marcos and Duterte camps to further consolidate or divide the public, according to their whimsical intentions. Marami pa ring nakataya sa #Halalan2025; all non-Marcos, non-Duterte candidates should win.",
391,tweet_id:1903664122891567282,"Kung gusto mo tumakbong Pangulo si Leni Robredo sa Halalan 2028, ipanalo natin sa #Halalan2025 sila Kiko Pangilinan at Bam Aquino!",Bam Aquino
392,tweet_id:1903451599558901819,"Imee Marcos at Camille Villar, tatanggalin sa Alyansa slate? #Halalan2025",Imee Marcos
393,tweet_id:1903425286081012042,"Ipanalo natin sila Kiko Pangilinan at Bam Aquino sa #Halalan2025, para magkaron ng Leni Robredo 2028!",Bam Aquino
394,tweet_id:1903267247227097185,"Walang #2028 kung hindi natin matatawid ang #2025, mangyayari lang ang 2028 pag pinagpaguran natin ang 2025.

Hoping for a brighter 2028.

Vote for      for #Eleksyon2025 #Leni2028",
395,tweet_id:1903197425990295684,Marcos skips mentioning sister Imee in Cavite campaign speech #Halalan2025,
396,tweet_id:1902682783610294600,"Laging ibinibida ang boses ng kabataan tuwing halalan at ngayong taon, higit 60 porsiyento ng botante ang Gen Z at millennials. #Halalan2025 

PANOORIN: youtube.com/watch?v=DLING_
…",
397,tweet_id:1902664066013028800,"KIKO-BAM DUO & KABATAAN TOP UPD MOCK POLLS

BREAKING: Former senators Kiko Pangilinan and Bam Aquino, alongside Kabataan Party-list, received the highest votes for senator and party-list, respectively, in the UP Diliman (UPD) mock polls.#Halalan2025",Bam Aquino
398,tweet_id:1902613520434491416,"Imee Marcos has not yet lost an election, from her time as congresswoman, then as governor, and now as senator.

But now, there's a big chance she will lose an election for the first time in her career. Even worse, it may happen under her own brother's presidency.#Halalan2025",Imee Marcos
399,tweet_id:1902571760522031318,Kinondena ng Comelec ang local candidate sa Negros Island Region na namamahagi ng pera sa mga tagasuporta nito. #Halalan2025 | via ,
400,tweet_id:1902495303388770672,"Malakas ang boses ng kabataan ngayong #Halalan2025 dahil sa bulto ng botanteng Gen Z, at ilan sa kanila'y maaaring first-time voters.

Mga Kapamilyang Gen Z, 'wag basta mag-""Ok na 'to"" sa kandidato dahil sa kanila nakataya ang kinabukasan ng bansa.

Para sa iba pang update sa",lakas
401,tweet_id:1902365666084335757,"Lets bring them to TOP 12. For GOOD GOVERNANCE:
AQUINO
PANGILINAN
MENDOZA#Halalan2025",
402,tweet_id:1902213291814142411,"And just like clockwork. BOOM!

""'Pag may Kiko, may Sharon ka.""
Now THAT'S a tagline.#Halalan2025 #HelloPagkain#TapatAtTotoo#KikoSaSenado2025#51PangilinanKiko",
403,tweet_id:1902191521463767181,"If possible, I would strongly suggest that there be more Kiko posters. Not KikoBam, but Kiko posters. Bam already has his share of his own posters, so it's time Kiko has his own as well to make him stand out.

I'm hoping future TV ads will also help do that. #Halalan2025",
404,tweet_id:1902174497509404914,"Looking at the DZRH survey numbers...

Kiko Pangilinan seriously needs to have a much more visible campaign. Gets ko na short on funds siya, pero all the signs really point to him needing to make himself much more visible to people.

KikoBam alone won't save him.#Halalan2025",
405,tweet_id:1901961958707896380,"Huwag Pabudol, Nadala na kami  #Halalan2025   #Eleksyon2025",
406,tweet_id:1901913415930757341,"hi guys! kung naghahanap kayo ng kapalit for yah know, i suggest sir ka dodoy ballon. he’s a trust worthy ally for our fisherfolks, and i hope na maipasok natin siya sa senado  #Halalan2025",
407,tweet_id:1901904238399086727,"The petition claims that Gomez violated Section 261(z)(11) of the Omnibus Election Code (OEC) by sharing a video from a local radio program Krusada sa Radyo on his verified Facebook page. #PHVote #BeTheChange #AmbagNatin rappler.com/philippines/el
…",
408,tweet_id:1901822400297385985,Mga ribbons na karapat dapat ishare sa social media! #Halalan2025,
409,tweet_id:1901770522926481878,"Malaki na at tataas pa ang sahod ng mga mambabatas hanggang 2027.

Kilatisin ang mga iniluluklok sa puwesto dahil buwis mo ang ipinapasweldo sa kanila. #Halalan2025",
410,tweet_id:1901645873362419780,"Pili nalang po kayo ng isa sa mga ito:

ML Partylist for Leila De Lima.

Akbayan Partylist for Chel Diokno

Magdalo Partylist.#Halalan2025",
411,tweet_id:1901642762275201465,"Mahusay si Bam Aquino!

Madaming nagawa si Bam Aquino!

Hindi Kurap si Bam Aquino!

Kaya iboboto ko si Bam Aquino! #Halalan2025",Bam Aquino
412,tweet_id:1901521303804457235,Dalawang pangalan lang ang dapat tandaan ngayong Halalan! BAM AQUINO AT KIKO PANGILINAN! #Halalan2025,BAM AQUINO
413,tweet_id:1901279949560099082,"Meanwhile, 2025 senatoriables were divided over passing laws to legalize abortion and same-sex unions.  #Halalan2025",
414,tweet_id:1901279747444715575,"Most candidates agreed to ban political dynasties, convert POGO hubs to schools, hospitals and evacuation sites, and impeach Vice President Sara Duterte. #Halalan2025",
415,tweet_id:1901279742273180102,"LOOK: Senatorial candidates were asked about their stances on the most pressing national issues in ""The Rundown"" election forum held yesterday, March 15, at the University of the Philippines Diliman. #Halalan2025",
416,tweet_id:1901276713457438800,"Sa lahat ng binoto at ibobotong muli ang UNITHIEVES, Kayo tlga ang Problema ng bansang to. Balang araw may Gabaan kau. #KMJS #Halalan2025 #Eleksyon2025 #DuterteLegacy #ICCArrestDuterte",
417,tweet_id:1900838128304148558,"Kinontra ng Comelec ang pahayag ni Vice President Sara Duterte kaugnay ng posibleng dayaan sa #Halalan2025.

BASAHIN: abs-cbn.com/news/nation/20
…",
418,tweet_id:1900037217478992327,"LOOK: Pulse Asia's latest senatorial preferences survey conducted from February 20-26, 2025 for #Halalan2025.

(: Courtesy of Pulse Asia)",
419,tweet_id:1900029990034374697,"Tara na kakampinks, ipanalo natin sila Bam Aquino at Kiko Pangilinan sa Senado! #Halalan2025",Bam Aquino
420,tweet_id:1899954102689571198,"To the people of Mindanao whose poverty is described as sub-Saharan african levels by paid political analyst Heydarian, please do yourselves a favor and refrain from voting for these senatorial candidates endorsed by Marcos.  #halalan2025",
421,tweet_id:1899786197968506954,Comelec assures no cheating in #Halalan2025 amid VP Sara's claim,
422,tweet_id:1899721800684384472,"'WALANG KWENTA KANG SENADOR'

PANOORIN: Ipinaliwanag ni Chris Tan sa kanyang vlog kung bakit hindi niya iboboto si Sen. Bato Dela Rosa bilang senador sa #Halalan2025. Sang-ayon ba kayo sa kanya? Contributed video",
423,tweet_id:1899703591457448140,"Paano kung manalo ang kandidato na nakakulong at wala naman sa Pilipinas, maaari pa rin ba siyang makaupo sa puwesto?  

Kikilalanin ba ng Comelec ang kanyang panalo?   

Narito ang paliwanag ni chairman George Garcia. #Halalan2025 | via ",
424,tweet_id:1899703207858974738,"Mananatiling kandidato si ex-Pres. Rodrigo Duterte at ang pangalan niya sa balota sa kabila ng pag-aresto ng PNP base sa hiling ng Interpol, ayon sa Comelec. 

Si Duterte ay tumatakbong alkalde ng Davao City. #Halalan2025 | via ",
425,tweet_id:1899680764184387990,"Sa mga nangyayari ngayon sa Pilipinas, mas lalo tayong mag

Block Voting for Bam Aquino and Kiko Pangilinan! Para makapasok sila sa Top 12 Senators sa #Halalan2025! #Duterte #ICC",Bam Aquino
426,tweet_id:1899581143495626782,"Father Flavie Villanueva, a Catholic priest who has been helping families of the victims of the drug war, says Filipinos should be more discerning of who to vote for in the May elections, learning from the country’s experience under Rodrigo Duterte. #PHVoteWatch the panel",
427,tweet_id:1899486877536960565,"President Ferdinand Marcos, Jr. denies allegations that former president Rodrigo Duterte’s arrest is linked to #Halalan2025.",
428,tweet_id:1899481406373269684,Naniniwala si Vice President Sara Duterte na ang pag-aresto kay dating pangulong Rodrigo Duterte ay dahil sa aniya’y lumalakas na Senate slate ng PDP sa #Halalan2025.,lakas
429,tweet_id:1899464593094910386,"‘THIS IS ALL BECAUSE MATATALO SILA SA MIDTERM ELECTIONS’  

VP Sara Duterte says ex-Pres Rodrigo Duterte unlawfully arrested because the PDP slate is growing strength ahead of #Halalan2025: “Ngayon dahil lumalakas yung PDP bloc voting of 9 candidates, tatanggalin nila si Pres.",PDP
430,tweet_id:1899454269662593165,"Father Flavie Villanueva, a Catholic priest who has been helping families of the victims of the drug war, says Filipinos should be more discerning of who to vote for in the May elections, learning from the country’s experience under Rodrigo Duterte. #PHVoteWatch the panel",
431,tweet_id:1899401315274641897,"eniweys, #KikoBamHeidi this #Halalan2025!!",
432,tweet_id:1899288262226632922,"Dapat kasama ka. 
Kasama ka sa lahat ng panggagago ng PDP-Team China sa bansang ‘to: 

POGO DROGA PHARMALLY#DuterteLegacy#Halalan2025",PDP
433,tweet_id:1899009744343638257,"Sabi ng Comelec, mayroon lamang 3-4 segundo para sa transmission ng resulta ng #Halalan2025.

Ayon kay Pro V&V president Jack Cobb, mahihirapan ang sinoman na i-hack ang sistema ng botohan dahil sa security features nito. | via ",
434,tweet_id:1898661897408520562,"Duterte playbook gumawa ng eskandalo kasi kelangan ilihis na may arrest warrant na ICC.

Ginawa nila yan noong papalapit na 2016 election para ipahiya sina Aquino at Roxas. Ang daming OFW nauto sa propaganda na yan… hanggang ngayon.
Walang #ChangeIsComing,  meron.#Halalan2025",
435,tweet_id:1898533786293563590,Tuluy-tuloy lang po tayo sa pagkampanya for #Halalan2025! #51PangilinanKiko #5AquinoBam #45MendozaHeidi ,
436,tweet_id:1898532938628952536,"Congratulations  ! Sikat na sikat ka sa  as a fake news peddler clout chaser rolled into one . 

Galingan mo pa po! ===== ===== ===== 

45 HEIDI MENDOZA FOR SENATOR sa #Halalan2025! #45MendozaHeidi  ",HEIDI MENDOZA
437,tweet_id:1898530612082016617,"#45MendozaHeidi po para sa ! 

45 HEIDI MENDOZA FOR SENATORS!!! #Halalan2025",HEIDI MENDOZA
438,tweet_id:1898384994990788771,Tuta ng China flees to Hong Kong.#DuterteTraydor#Halalan2025,
439,tweet_id:1898360198160580675,Deserve nila Leila De Lima at Chel Diokno na makaupo sa Kongreso! #Halalan2025 #MLPartylist #AkbayanPartylist,
440,tweet_id:1898354856345415929,#SayNOtoPROCHINA this coming #Halalan2025  CTTO,
441,tweet_id:1898333144362721476,Mas may talino at laman ang kokote ng ChatGPT kaysa sa mga Pilipinong nakapag aral. Mas lalong walang silbi ang mga KaDeDeS & TaBoGos #halalan2025#VoteWisely,
442,tweet_id:1898252344023806137,"ICYMI: Lumabas sa isang survey na 70 porsiyento ng mga Pinoy ay gusto ng mga kandidatong adbokasiya ang paglaban sa korupsiyon. #Halalan2025BASAHIN: abs-cbn.com/news/nation/20
…",
443,tweet_id:1898248388375896394,"May mga nagre-repost nito ngayon, and this time they would be correct to say PM ng Singapore ngayon si Lawrence Wong.

Pero di naman isinapubliko yung proseso ng pagpili kay Wong eh. Kaya ayun, fake news pa rin ito.

Huwag sana kayong madala sa Singapore kink. #Halalan2025",PM
444,tweet_id:1898177252904616276,"Madamo nga salamat, mga Ilonggo! #Halalan2025 #5AquinoBam #51PangilinanKiko",
445,tweet_id:1898164687633862943,"Kaya lagi akong kampi sayo Mama Ogs kasi nasa tamang landas ka. Mula sa chismis, blind items, mga opinyon at maging sa ibobotong kandidato, laging tumpak sa katotohanan.

Kaya wag nating kalimutang iboto sina Aquino, Pangilinan, Mendoza sa darating na halalan.#Eleksyon2025",
446,tweet_id:1897895492823998474,"""Bakit ba hindi kayo nadadala? Dahil ang pinaglalaban natin hindi naman tao. Ang pinaglalaban natin 'yung kinabukasan ng mga Pilipino,"" she said.#5AquinoBam #51PangilinanKiko #Halalan2025",
447,tweet_id:1897885289558810942,"“Mary Grace Piatos”
“Pia Piatos-Lim”
“Renan Piatos”
“Xiaome Ocho”  

PDP: POGO DROGA PHARMALLY #TatakCorrupt #TatakDuterte #Halalan2025",PDP
448,tweet_id:1897845851978154066,"Iboto ang ML Partylist! Ibalik sa Gobyerno, Leila De Lima! #Halalan2025",
449,tweet_id:1897806916568367369,"‘NASAAN NA PO YUNG QUALITY OF LIFE?’

Vice Ganda urges citizens to not just be responsible taxpayers, but also to demand that government use  taxes to improve their quality of life. #AmbagNatin #PHVote rappler.com/newsbreak/insi
…",
450,tweet_id:1897786120873951685,Where were the local chief executives and political leaders of Iloilo? #Halalan2025,
451,tweet_id:1897764988170752149,"Why can’t you all come together and FIGHT as one? #Halalan2025        

I think campaigning together will bring in more voters and votes .",
452,tweet_id:1897672771636752892,Kiko Pangilinan and Bam Aquino court voters in Iloilo for their Senate comeback bid #PHVote,Bam Aquino
453,tweet_id:1897587594340585979,"'I CANNOT VOTE FOR WILLIE REVILLAME'

PANOORIN: Ipinaliwanag ni Chris Tan sa kanyang vlog kung bakit hindi niya iboboto ang television host na si Willie Revillame bilang senador sa #Halalan2025. Sang-ayon ba kayo sa kanya? Contributed video",WILLIE REVILLAME
454,tweet_id:1897582538656186400,"Supporters and their families come in pink and green outfits at the campaign kick-off event of volunteers for senatorial candidates Kiko Pangilinan and Bam Aquino at the Iloilo Sports Complex Gymnasium on Thursday, March 6. #PHVote  | via John Sitchon/Rappler 

For more updates",Bam Aquino
455,tweet_id:1897561665392271484,Sana maging mas matalino na ang mga Pilipino sa pagboto! #Halalan2025,
456,tweet_id:1897555758641787218,"‘NASAAN NA PO YUNG QUALITY OF LIFE?’

Vice Ganda urges citizens to not just be responsible taxpayers, but also to demand that government use  taxes to improve their quality of life. #AmbagNatin #PHVote rappler.com/newsbreak/insi
…",
457,tweet_id:1897536211855486980,"Ang mga salot kung bakit walang Land Use Act ang Pilipinas.

Kung bakit nag-iimport tayo ng mga gulay at nagmamahalan ang nga gulay na pwede naman sana itanim dito kasi yung mga sakahan sa probinsya ay nagiging Camella Homes. 

SALOT. #Halalan2025",
